,eid,mid,event_date,f1name,f2name,f1result,f2result,f1fid,f2fid,method,round,time,f1fights,f1w,f1l,f1fws,f1ls,f2fights,f2w,f2l,f2fws,f2ls,f1SubW,f1KOW,f1DecW,f1SubL,f1KOL,f1DecL,f2SubW,f2KOW,f2DecW,f2SubL,f2KOL,f2DecL,fid_1,height_1,weight_1,country_1,Height_1,Weight_1,Reach_1,Stance_1,SLpM_1,Str. Acc_1,SApM_1,Str. Def_1,TD Avg_1,TD Acc_1,TD Def_1,Sub. Avg_1,Metrictst_1,fid_2,height_2,weight_2,country_2,Height_2,Weight_2,Reach_2,Stance_2,SLpM_2,Str. Acc_2,SApM_2,Str. Def_2,TD Avg_2,TD Acc_2,TD Def_2,Sub. Avg_2,Metrictst_2,f1Age,f2Age,result,Age,Reach,weight,height,fightdif,windif,lossdif,subdif,KOdif,Decdif,subldif,KOldif,Decldif,subavg,decexp,subexp,KOexp
2389,32773,8,2/1/14,Jamie Varner,Abel Trujillo,loss,win,7168,17129,KO,2,2:32,6,3,3,0,1,4,2,1,1,0,1,1,1,2,0,1,0,2,0,0,0,1,7168,68.0,155.0,United States,68.0,155.0,72.0,Orthodox,2.92,0.34,2.55,0.58,3.49,0.53,0.66,0.8,11.87,17129,68.0,155.0,United States,68.0,155.0,70.0,Orthodox,2.77,0.42,2.17,0.6,2.38,0.51,0.4,0.5,9.75,29.14442163,30.37371663,0,-1.2292950000000005,2.0,0.0,0.0,2,1,2,1,-1,1,2,0,0,0.30000000000000004,1,-1,-1
1169,11053,3,11/21/09,Brock Larson,Brian Foster,loss,win,6373,17723,Submission,2,3:25,5,3,2,0,1,1,0,1,0,1,2,0,1,0,0,2,0,0,0,1,0,0,6373,71.0,170.0,United States,71.0,170.0,71.0,Southpaw,1.39,0.46,1.5,0.55,2.67,0.34,0.43,2.0,9.34,17723,70.0,155.0,United States,69.0,170.0,71.0,Orthodox,3.3,0.39,1.63,0.65,3.67,0.6,0.37,1.8,12.41,32.24640657,25.63175907,0,6.614647499999997,0.0,15.0,1.0,4,3,1,2,0,1,-1,0,2,0.19999999999999996,-1,3,0
3072,42221,7,8/1/15,Jessica Aguilar,Claudia Gadelha,loss,win,15174,48404,Decision,3,5:00,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,15174,64.0,115.0,United States,63.0,115.0,63.0,Orthodox,4.67,0.37,7.4,0.55,0.0,0.0,0.0,0.0,12.99,48404,63.0,115.0,Brazil,64.0,115.0,63.0,Orthodox,3.59,0.42,3.94,0.6,4.59,0.57,0.83,0.7,15.24,33.23203285,26.64750171,0,6.584531140000003,0.0,0.0,1.0,-2,-1,-1,0,0,-1,0,0,-1,-0.7,0,0,0
1125,10333,6,10/24/09,Ryan Bader,Eric Schafer,win,loss,22858,13275,Decision,3,5:00,2,2,0,2,0,5,3,2,2,0,0,1,1,0,0,0,2,1,0,0,2,0,22858,74.0,205.0,United States,74.0,205.0,74.0,Orthodox,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4,10.36,13275,75.0,185.0,United States,75.0,185.0,75.0,Orthodox,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8,10.64,26.38193018,32.09308693,1,-5.711156749999997,-1.0,20.0,-1.0,-3,-1,-2,-2,0,1,0,-2,0,-1.4,1,-2,2
2270,30211,4,8/28/13,Darren Elkins,Hatsu Hioki,win,loss,22094,5466,Decision,3,5:00,8,6,2,0,1,4,2,2,0,2,0,2,4,1,1,0,0,0,2,0,0,2,22094,70.0,145.0,United States,70.0,145.0,71.0,Orthodox,3.04,0.36,2.08,0.57,2.77,0.37,0.4,1.5,11.09,5466,71.0,145.0,Japan,71.0,145.0,70.0,Orthodox,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,9.86,29.28405202,30.11362081,1,-0.8295687899999997,1.0,0.0,-1.0,4,4,0,0,2,2,1,1,-2,0.9,4,-1,1
1702,18347,12,2/26/12,Benson Henderson,Frankie Edgar,win,loss,20548,14204,Decision,5,5:00,3,3,0,3,0,11,9,1,1,0,0,0,3,0,0,0,1,2,6,0,0,1,20548,69.0,155.0,United States,69.0,170.0,70.0,Southpaw,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,10.08,14204,66.0,145.0,United States,66.0,145.0,68.0,Orthodox,3.46,0.39,2.16,0.7,2.62,0.35,0.65,0.4,10.73,28.27926078,30.36276523,1,-2.0835044499999995,2.0,10.0,3.0,-8,-6,-1,-1,-2,-3,0,0,-1,0.4,-2,-1,-2
2457,33949,8,3/15/14,Rick Story,Kelvin Gastelum,loss,win,25989,74700,Decision,3,5:00,14,9,5,1,0,2,2,0,2,0,1,2,6,1,0,4,1,0,1,0,0,0,25989,70.0,170.0,United States,69.0,170.0,71.0,Southpaw,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,11.54,74700,69.0,170.0,United States,69.0,185.0,71.0,Southpaw,4.07,0.43,2.74,0.63,1.01,0.5,0.62,0.2,10.2,29.54414784,22.39014374,0,7.154004100000002,0.0,0.0,1.0,12,7,5,0,2,5,1,0,4,0.7,1,-1,2
2979,42203,11,6/6/15,Matt Mitrione,Ben Rothwell,loss,win,49519,2262,Submission,1,1:54,12,9,3,3,0,7,4,3,2,0,0,8,1,0,1,1,0,3,1,1,1,1,49519,75.0,255.0,United States,75.0,265.0,79.0,Switch,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7,8.73,2262,76.0,263.0,United States,76.0,265.0,78.0,Orthodox,2.89,0.41,3.92,0.46,0.84,0.36,0.69,0.4,9.97,36.89253936,33.63449692,0,3.258042440000004,1.0,-8.0,-1.0,5,5,0,0,5,0,-1,0,0,0.29999999999999993,0,1,5
2685,37719,6,7/26/14,Tim Means,Hernani Perpetuo,win,loss,11281,28185,Decision,3,5:00,5,2,3,0,3,1,0,1,0,1,0,1,1,0,0,3,0,0,0,0,0,1,11281,74.0,170.0,United States,74.0,170.0,75.0,Orthodox,4.18,0.46,2.76,0.63,0.88,0.47,0.59,0.2,10.17,28185,72.0,170.0,Brazil,72.0,170.0,74.0,Orthodox,2.73,0.29,4.37,0.55,0.0,0.0,0.37,0.5,8.81,30.42847365,29.17180014,1,1.2566735100000024,1.0,0.0,2.0,4,2,2,0,1,1,0,0,2,-0.3,-1,0,1
3219,47465,6,1/2/16,Kyle Noke,Alex Morono,loss,win,7632,64894,Decision,3,5:00,9,6,3,2,0,0,0,0,0,0,2,3,1,1,0,2,0,0,0,0,0,0,7632,73.0,170.0,Australia,73.0,170.0,76.0,Southpaw,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,9.99,64894,71.0,170.0,United States,71.0,170.0,72.0,Orthodox,4.98,0.45,3.2,0.63,0.0,0.0,0.75,0.4,10.41,35.79192334,25.3798768,0,10.412046539999995,4.0,0.0,2.0,9,6,3,2,3,1,1,0,2,0.4,-1,1,3
2344,32067,7,11/9/13,Ryan LaFlare,Santiago Ponzinibbio,win,loss,34409,64593,Decision,3,5:00,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34409,73.0,170.0,United States,73.0,170.0,74.0,Southpaw,3.16,0.38,1.91,0.63,2.61,0.52,0.64,0.3,10.15,64593,72.0,170.0,Argentina,72.0,170.0,73.0,Orthodox,4.03,0.38,4.13,0.63,0.19,0.16,0.6,0.0,10.12,30.10814511,27.121149900000002,1,2.9869952099999963,1.0,0.0,1.0,1,1,0,0,0,1,0,0,0,0.3,1,0,0
2519,35505,1,6/14/14,Josh Shockley,Jason Saggo,loss,win,24948,58213,TKO,1,4:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24948,73.0,155.0,United States,73.0,155.0,74.0,Orthodox,1.4,0.33,1.75,0.6,0.0,0.0,0.61,0.8,5.49,58213,71.0,155.0,Canada,71.0,155.0,71.0,Orthodox,2.31,0.4,2.7,0.51,2.48,0.39,0.2,0.0,8.99,24.57768652,28.55578371,0,-3.9780971899999997,3.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
1351,14024,9,9/15/10,Charles Oliveira,Efrain Escudero,win,loss,30300,16555,Submission,3,2:25,1,1,0,1,0,4,3,1,1,0,1,0,0,0,0,0,0,1,2,1,0,0,30300,71.0,145.0,Brazil,70.0,155.0,74.0,Orthodox,3.17,0.5,3.04,0.52,2.66,0.37,0.58,2.7,13.54,16555,69.0,155.0,United States,69.0,155.0,70.0,Orthodox,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8,9.46,20.91170431,24.66529774,1,-3.7535934299999987,4.0,-10.0,2.0,-3,-2,-1,1,-1,-2,-1,0,0,1.9000000000000001,-2,2,-1
2239,28459,1,7/6/13,David Mitchell,Mike Pierce,loss,win,16830,25415,TKO,2,2:55,3,1,2,1,0,11,8,3,3,0,0,0,1,0,0,2,1,2,5,0,0,3,16830,72.0,185.0,United States,72.0,170.0,76.0,Orthodox,1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0,8.12,25415,68.0,170.0,United States,68.0,170.0,70.0,Orthodox,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2,10.43,33.70020534,32.84325804,0,0.8569472999999945,6.0,15.0,4.0,-8,-7,-1,-1,-2,-4,0,0,-1,1.8,-3,-1,-2
2762,38839,4,12/13/14,Bryan Barberena,Joe Ellenberger,win,loss,51471,14173,TKO,3,3:24,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,51471,72.0,155.0,United States,72.0,170.0,72.0,Southpaw,5.17,0.48,4.23,0.49,0.45,0.4,0.46,0.2,11.88,14173,68.0,155.0,United States,69.0,155.0,72.0,Orthodox,1.62,0.47,3.45,0.48,3.17,0.4,0.0,1.1,10.69,25.61259411,29.71115674,1,-4.09856263,0.0,0.0,4.0,-1,-1,0,0,0,-1,0,0,0,-0.9000000000000001,-1,0,0
1264,12446,9,5/29/10,Mike Russow,Todd Duffee,win,loss,20552,22903,KO,3,2:32,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,20552,73.0,256.0,United States,73.0,255.0,73.0,Orthodox,1.55,0.47,2.9,0.59,4.66,0.43,0.0,0.7,11.3,22903,75.0,241.0,United States,75.0,260.0,79.0,Orthodox,5.58,0.35,2.61,0.6,0.0,0.0,0.9,0.0,10.04,33.54962355,24.47638604,1,9.073237509999998,-6.0,15.0,-2.0,0,0,0,0,-1,1,0,0,0,0.7,1,0,-1
1941,22013,5,8/11/12,Dennis Bermudez,Tommy Hayden,win,loss,58065,30943,Submission,1,4:43,2,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,58065,66.0,145.0,United States,66.0,145.0,66.0,Orthodox,4.34,0.46,2.81,0.57,4.17,0.43,0.91,1.3,14.99,30943,69.0,145.0,United States,69.0,145.0,72.0,Southpaw,1.48,0.27,2.05,0.55,3.42,0.33,0.66,0.0,8.76,25.66187543,26.420260100000004,1,-0.7583846700000052,-6.0,0.0,-3.0,1,1,0,0,0,1,0,0,0,1.3,1,0,0
2788,39291,11,1/31/15,Nick Diaz,Anderson Silva,NC,NC,2831,1356,NC,5,5:00,13,7,6,0,2,18,16,2,0,2,2,4,1,0,0,6,3,11,2,0,2,0,2831,73.0,170.0,United States,73.0,185.0,76.0,Southpaw,5.43,0.42,3.56,0.61,1.32,0.33,0.6,1.0,13.27,1356,74.0,185.0,Brazil,74.0,185.0,77.0,Southpaw,3.1,0.63,1.87,0.62,0.55,0.77,0.69,0.9,9.13,31.49897331,39.80013689,0,-8.301163579999997,-1.0,-15.0,-1.0,-5,-9,4,-1,-7,-1,0,-2,6,0.09999999999999998,-7,-1,-5
2304,30815,10,11/16/13,Robbie Lawler,Rory MacDonald,win,loss,2245,14018,Decision,3,5:00,9,6,3,2,0,7,6,1,5,0,0,4,2,2,1,0,1,2,3,0,1,0,2245,71.0,170.0,United States,71.0,170.0,74.0,Southpaw,3.49,0.44,3.69,0.62,0.82,0.68,0.67,0.0,10.41,14018,71.0,170.0,Canada,72.0,170.0,76.0,Orthodox,3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4,11.11,31.6605065,24.32032854,1,7.340177960000002,-2.0,0.0,0.0,2,0,2,-1,2,-1,2,0,0,-0.4,-1,-3,2
1898,21037,10,6/8/12,Mike Pyle,Josh Neer,win,loss,4577,9179,KO,1,4:56,8,5,3,1,0,12,6,6,2,0,1,1,2,1,2,0,2,1,2,1,0,4,4577,73.0,170.0,United States,72.0,170.0,74.0,Orthodox,2.76,0.46,2.75,0.61,1.82,0.35,0.7,1.6,11.05,9179,71.0,170.0,United States,71.0,170.0,72.0,Orthodox,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,11.15,36.72279261,29.21013005,1,7.512662559999999,2.0,0.0,2.0,-4,-1,-3,-1,0,0,0,2,-4,0.30000000000000004,4,-1,-2
3233,47669,2,12/10/15,Zubaira Tukhugov,Phillipe Nover,win,loss,63813,7415,Decision,3,5:00,2,2,0,2,0,4,1,3,1,0,0,1,1,0,0,0,0,0,1,0,1,2,63813,68.0,146.0,Russia,68.0,145.0,68.0,Orthodox,2.53,0.35,2.09,0.69,2.13,0.46,1.0,0.0,9.25,7415,69.0,145.0,United States,69.0,145.0,72.0,Orthodox,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,7.59,24.90075291,31.84941821,1,-6.948665299999998,-4.0,1.0,-1.0,-2,1,-3,0,1,0,0,-1,-2,-0.7,2,0,2
2894,42183,1,3/14/15,Germaine de Randamie,Larissa Pacheco,win,loss,41745,144115,TKO,2,2:02,2,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,41745,69.0,135.0,Netherlands,69.0,145.0,71.0,Orthodox,3.2,0.47,2.28,0.66,0.0,0.0,0.86,0.2,7.67,144115,68.0,135.0,Brazil,67.0,135.0,69.0,Orthodox,1.21,0.19,4.14,0.55,0.0,0.0,0.0,0.0,6.09,30.88569473,20.51471595,1,10.370978780000002,2.0,0.0,1.0,1,1,0,0,0,1,-1,1,0,0.2,1,1,-1
2865,41893,2,2/28/15,James Krause,Valmir Lazaro,loss,win,31766,22216,Decision,3,5:00,4,2,2,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,31766,74.0,155.0,United States,74.0,155.0,73.0,Orthodox,4.25,0.43,4.36,0.6,1.17,0.17,0.26,0.7,11.94,22216,72.0,154.0,Brazil,72.0,155.0,73.0,Orthodox,4.87,0.37,4.09,0.61,1.33,0.4,0.96,0.0,12.63,28.73648186,29.53867214,0,-0.8021902799999978,0.0,1.0,2.0,3,2,1,1,1,0,0,1,0,0.7,0,1,0
2663,37361,9,8/23/14,Francis Carmont,Thales Leites,loss,win,9798,8593,KO,2,0:20,8,6,2,0,2,11,8,3,3,0,2,0,4,0,0,2,3,1,4,0,0,3,9798,72.0,170.0,United States,75.0,205.0,78.0,Orthodox,2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6,8.35,8593,73.0,185.0,Brazil,73.0,185.0,78.0,Orthodox,2.0,0.39,2.96,0.53,2.25,0.28,0.4,1.2,10.01,32.78302533,32.96098563,0,-0.1779603000000023,0.0,-15.0,-1.0,-3,-2,-1,-1,-1,0,0,0,-1,-0.6,1,-1,-1
1148,10444,7,9/19/09,Drew McFedries,Tomasz Drwal,loss,win,2386,10047,Submission,2,1:03,8,4,4,1,0,3,2,1,2,0,0,4,0,3,1,0,0,2,0,0,1,0,2386,72.0,185.0,United States,72.0,185.0,72.0,Southpaw,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7,14.4,10047,73.0,185.0,Poland,73.0,205.0,76.0,Orthodox,3.29,0.38,2.26,0.57,3.55,0.6,0.82,0.4,11.87,31.14852841,27.65776865,0,3.4907597599999995,-4.0,0.0,-1.0,5,2,3,0,2,0,3,0,0,0.29999999999999993,0,-3,2
2730,37747,3,10/4/14,Tor Troeng,Krzysztof Jotko,loss,win,6850,53380,Decision,3,5:00,3,1,2,0,2,2,1,1,0,1,1,0,0,0,0,2,0,0,1,1,0,0,6850,74.0,184.0,Sweden,74.0,185.0,77.0,Orthodox,1.16,0.46,3.26,0.32,0.62,0.07,0.66,0.3,6.85,53380,73.0,185.0,Poland,73.0,185.0,77.0,Southpaw,2.9,0.46,1.36,0.6,1.22,0.41,0.89,0.0,7.84,31.69062286,25.12525667,0,6.565366190000002,0.0,-1.0,1.0,1,0,1,1,0,-1,-1,0,2,0.3,-3,2,0
1070,9529,11,5/23/09,Lyoto Machida,Rashad Evans,win,loss,7513,10200,KO,2,3:57,6,6,0,6,0,9,8,0,3,0,1,1,4,0,0,0,0,4,4,0,0,0,7513,73.0,185.0,Brazil,73.0,185.0,74.0,Southpaw,2.63,0.53,1.59,0.62,1.33,0.65,0.75,0.4,8.5,10200,71.0,205.0,United States,72.0,185.0,75.0,Orthodox,2.19,0.37,2.39,0.64,3.04,0.46,0.73,0.0,9.82,30.98151951,29.65913758,1,1.3223819299999988,-1.0,-20.0,2.0,-3,-2,0,1,-3,0,0,0,0,0.4,0,1,-3
2268,30211,6,8/28/13,Papy Abedi,Dylan Andrews,loss,win,20812,21803,KO,3,1:32,3,1,2,1,0,1,1,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,20812,71.0,170.0,Sweden,71.0,185.0,74.0,Southpaw,2.8,0.55,3.15,0.48,3.47,0.57,0.5,1.3,12.82,21803,73.0,185.0,New Zealand,73.0,185.0,73.0,Switch,2.21,0.5,2.72,0.46,2.83,0.5,0.57,0.4,10.19,35.16221766,33.78507871,0,1.3771389500000026,1.0,-15.0,-2.0,2,0,2,0,-1,1,2,0,0,0.9,1,-2,-1
2367,32293,6,12/7/13,Bethe Correia,Julie Kedzie,win,loss,103069,10093,Decision,3,5:00,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,103069,64.0,135.0,Brazil,65.0,135.0,64.0,Orthodox,4.74,0.46,4.08,0.59,0.55,0.25,0.85,0.0,11.52,10093,65.0,135.0,United States,65.0,135.0,64.0,Orthodox,2.9,0.36,3.18,0.46,1.14,0.23,0.78,0.0,9.05,30.46132786,32.72279261,1,-2.2614647499999982,0.0,0.0,-1.0,-1,0,-1,0,0,0,0,0,-1,0.0,1,0,0
1157,11052,8,11/14/09,Matt Brown,James Wilks,win,loss,14310,10569,TKO,3,2:27,4,3,1,2,0,1,1,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,14310,72.0,170.0,United States,72.0,170.0,75.0,Orthodox,3.76,0.53,2.63,0.56,1.6,0.46,0.62,1.7,11.86,10569,73.0,170.0,England,73.0,170.0,75.0,Orthodox,1.82,0.45,2.03,0.5,1.27,0.22,0.66,3.8,10.75,28.84325804,31.61122519,1,-2.7679671500000005,0.0,0.0,-1.0,3,2,1,0,2,0,0,0,1,-2.0999999999999996,-1,0,2
1913,21045,7,9/22/12,Vinny Magalhaes,Igor Pokrajac,win,loss,10709,7621,Submission,2,1:14,2,0,2,0,2,7,4,3,3,0,0,0,0,0,1,1,1,2,1,0,1,2,10709,75.0,205.0,Brazil,75.0,205.0,79.0,Orthodox,2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8,10.48,7621,72.0,205.0,Croatia,72.0,205.0,76.0,Orthodox,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2,9.23,28.22450376,33.63997262,1,-5.415468860000001,3.0,0.0,3.0,-5,-4,-1,-1,-2,-1,0,0,-1,0.6000000000000001,0,-1,-2
3171,42245,6,12/12/15,Jocelyn Jones-Lybarger,Tecia Torres,loss,win,68957,85096,Decision,3,5:00,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,68957,67.0,115.0,United States,67.0,115.0,64.0,Orthodox,2.96,0.31,4.83,0.56,0.34,0.25,0.81,0.0,10.06,85096,61.0,115.0,United States,61.0,115.0,60.0,Orthodox,4.63,0.48,2.35,0.71,0.8,0.2,0.7,0.0,9.87,30.18754278,26.32169747,0,3.865845310000001,4.0,0.0,6.0,-2,-2,0,0,0,-2,0,0,0,0.0,-2,0,0
2123,26333,1,3/3/13,Hyun Gyu Lim,Marcelo Guimaraes,win,loss,21040,20277,KO,2,4:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,21040,74.0,170.0,South Korea,75.0,170.0,77.0,Orthodox,4.93,0.43,5.33,0.46,0.3,1.0,0.77,0.3,13.52,20277,72.0,185.0,Brazil,72.0,185.0,73.0,Orthodox,4.67,0.51,4.41,0.62,1.99,0.13,0.0,0.0,12.33,28.12594114,29.68925394,1,-1.563312800000002,4.0,-15.0,2.0,-1,-1,0,0,0,-1,0,0,0,0.3,-1,0,0
2455,33949,11,3/15/14,Diego Sanchez,Myles Jury,loss,win,4824,34236,Decision,3,5:00,19,13,6,0,1,4,4,0,4,0,2,3,8,0,1,5,1,1,2,0,0,0,4824,70.0,155.0,United States,70.0,155.0,72.0,Southpaw,2.75,0.36,2.95,0.58,1.48,0.21,0.5,1.0,9.83,34236,71.0,155.0,United States,70.0,145.0,73.0,Orthodox,2.29,0.35,1.49,0.71,2.61,0.52,0.0,0.4,8.37,32.20260096,25.36892539,0,6.833675569999997,-1.0,0.0,-1.0,15,9,6,1,2,6,0,1,5,0.6,1,1,1
3102,42229,11,9/5/15,John Dodson,Demetrious Johnson,loss,win,11660,45452,Decision,5,5:00,7,6,1,3,0,12,10,1,8,0,0,4,2,0,0,1,3,1,6,0,0,1,11660,63.0,125.0,United States,63.0,135.0,66.0,Orthodox,3.34,0.4,3.46,0.62,0.8,0.29,0.84,0.0,9.75,45452,63.0,125.0,United States,63.0,125.0,66.0,Orthodox,3.31,0.52,1.74,0.65,3.54,0.54,0.62,0.5,11.42,30.94045175,29.06228611,0,1.8781656400000024,0.0,0.0,0.0,-5,-4,0,-3,3,-4,0,0,0,-0.5,-4,-3,3
1788,19449,7,6/23/12,Hacran Dias,Iuri Alcantara,win,loss,19789,16129,Decision,3,5:00,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,19789,68.0,145.0,Brazil,68.0,145.0,69.0,Orthodox,2.07,0.44,2.82,0.56,2.86,0.41,0.77,0.4,10.33,16129,69.0,136.0,Brazil,69.0,135.0,71.0,Southpaw,2.65,0.46,2.54,0.48,1.46,0.68,0.57,0.8,9.64,28.10403833,31.88501027,1,-3.780971939999997,-2.0,9.0,-1.0,-2,-2,0,0,0,-2,0,0,0,-0.4,-2,0,0
1509,15559,9,3/26/11,Leonard Garcia,Chan Sung Jung,loss,win,2815,36155,Submission,2,4:59,4,2,2,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,2815,69.0,145.0,United States,70.0,145.0,69.0,Orthodox,2.77,0.24,4.79,0.52,0.3,0.26,0.42,0.5,9.8,36155,69.0,145.0,South Korea,67.0,145.0,72.0,Orthodox,3.78,0.38,3.45,0.62,1.12,0.71,0.68,0.9,11.64,31.69883641,24.02464066,0,7.674195749999999,-3.0,0.0,0.0,4,2,2,1,0,1,0,0,2,-0.4,-1,1,0
2664,37361,8,8/23/14,Max Holloway,Clay Collard,win,loss,38671,78465,TKO,3,3:47,8,5,3,2,0,0,0,0,0,0,1,2,2,1,0,2,0,0,0,0,0,0,38671,71.0,145.0,United States,71.0,145.0,69.0,Orthodox,5.67,0.43,3.74,0.67,0.32,0.8,0.83,0.6,13.06,78465,71.0,145.0,United States,71.0,145.0,73.0,Orthodox,4.22,0.32,5.0,0.5,2.81,0.39,0.71,0.5,14.45,22.71868583,21.45379877,1,1.2648870599999995,-4.0,0.0,0.0,8,5,3,1,2,2,1,0,2,0.09999999999999998,0,0,2
1108,9925,2,8/8/09,George Sotiropoulos,George Roop,win,loss,11702,16415,Submission,2,1:59,2,2,0,2,0,2,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,11702,70.0,155.0,Australia,70.0,155.0,71.0,Orthodox,2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6,10.83,16415,73.0,135.0,United States,73.0,135.0,72.0,Orthodox,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,9.15,32.08213552,27.74264203,1,4.339493490000002,-1.0,20.0,-3.0,0,1,-1,1,1,-1,0,0,-1,1.5,0,1,1
2929,42193,12,4/25/15,Demetrious Johnson,Kyoji Horiguchi,win,loss,45452,64413,Submission,5,4:59,11,9,1,7,0,4,4,0,4,0,2,1,6,0,0,1,0,2,2,0,0,0,45452,63.0,125.0,United States,63.0,125.0,66.0,Orthodox,3.31,0.52,1.74,0.65,3.54,0.54,0.62,0.5,11.42,64413,65.0,125.0,Japan,65.0,125.0,66.0,Orthodox,3.6,0.45,2.45,0.62,2.0,0.44,0.55,0.0,10.11,28.69815195,24.533880899999996,1,4.1642710500000035,0.0,0.0,-2.0,7,5,1,2,-1,4,0,0,1,0.5,3,2,-1
2571,35955,12,5/31/14,Fabio Maldonado,Stipe Miocic,loss,win,16426,39537,TKO,1,0:35,7,4,3,3,0,6,5,1,2,0,0,1,3,0,1,2,0,2,3,0,1,0,16426,73.0,205.0,Brazil,73.0,205.0,75.0,Orthodox,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6,12.93,39537,76.0,245.0,United States,76.0,240.0,80.0,Orthodox,5.03,0.5,3.26,0.62,2.14,0.35,0.72,0.0,12.62,34.20396988,31.78097194,0,2.422997940000002,-5.0,-40.0,-3.0,1,-1,2,0,-1,0,0,0,2,0.6,-2,0,-1
2441,33929,12,1/15/14,Costas Philippou,Luke Rockhold,loss,win,32432,23345,KO,1,2:31,7,5,2,0,1,1,0,1,0,1,0,2,3,0,0,2,0,0,0,0,1,0,32432,71.0,185.0,United States,71.0,185.0,73.0,Orthodox,2.19,0.35,2.73,0.54,0.4,0.42,0.65,0.3,7.58,23345,75.0,185.0,United States,75.0,185.0,77.0,Southpaw,4.17,0.48,2.12,0.6,0.56,0.4,0.69,1.4,10.42,34.13004791,29.24572211,0,4.884325800000003,-4.0,0.0,-4.0,6,5,1,0,2,3,0,-1,2,-1.0999999999999999,1,0,3
1192,11471,9,1/2/10,Paul Daley,Dustin Hazelett,win,loss,4270,11481,KO,1,2:24,1,1,0,1,0,7,5,2,2,0,0,1,0,0,0,0,4,0,1,1,1,0,4270,69.0,171.0,England,69.0,170.0,76.0,Orthodox,3.14,0.47,2.37,0.6,0.91,0.4,0.64,0.0,8.53,11481,73.0,155.0,United States,73.0,170.0,76.0,Orthodox,2.24,0.4,3.51,0.46,0.55,0.5,0.25,4.1,12.01,26.86379192,23.67967146,1,3.184120459999999,0.0,16.0,-4.0,-6,-4,-2,-4,1,-1,-1,-1,0,-4.1,-1,-3,2
2049,26101,9,6/8/13,Jason High,Erick Silva,loss,win,14185,15009,Submission,1,1:11,1,0,1,0,1,4,2,2,0,1,0,0,0,0,0,1,1,1,0,0,0,1,14185,69.0,155.0,United States,68.0,155.0,71.0,Southpaw,1.28,0.42,1.56,0.48,2.36,0.63,0.37,2.8,9.9,15009,71.0,170.0,Brazil,72.0,170.0,74.0,Orthodox,2.65,0.5,4.27,0.45,1.07,0.46,0.59,1.8,11.79,31.655030800000002,28.96372348,0,2.6913073200000035,-3.0,-15.0,-2.0,-3,-2,-1,-1,-1,0,0,0,0,0.9999999999999998,0,-1,-1
