eid,mid,event_name,event_date,f1name,f2name,f1result,f2result,f1fid,f2fid,method,round,time,f1fights,f1w,f1l,f1fws,f1ls,f2fights,f2w,f2l,f2fws,f2ls,f1SubW,f1KOW,f1DecW,f1SubL,f1KOL,f1DecL,f2SubW,f2KOW,f2DecW,f2SubL,f2KOL,f2DecL
37361,11,UFC Fight Night 49 - Henderson vs. dos Anjos,8/23/14,Benson Henderson,Rafael dos Anjos,loss,win,20548,11675,KO,1,2:31,10,9,1,2,0,15,10,5,1,0,1,0,8,1,0,0,2,2,6,1,1,3
37361,10,UFC Fight Night 49 - Henderson vs. dos Anjos,8/23/14,Jordan Mein,Mike Pyle,win,loss,6749,4577,TKO,1,1:12,3,2,1,1,0,13,9,4,1,0,0,1,1,0,1,0,1,4,3,1,3,0
37361,9,UFC Fight Night 49 - Henderson vs. dos Anjos,8/23/14,Francis Carmont,Thales Leites,loss,win,9798,8593,KO,2,0:20,8,6,2,0,2,11,8,3,3,0,2,0,4,0,0,2,3,1,4,0,0,3
37361,8,UFC Fight Night 49 - Henderson vs. dos Anjos,8/23/14,Max Holloway,Clay Collard,win,loss,38671,78465,TKO,3,3:47,8,5,3,2,0,0,0,0,0,0,1,2,2,1,0,2,0,0,0,0,0,0
37361,7,UFC Fight Night 49 - Henderson vs. dos Anjos,8/23/14,James Vick,Valmir Lazaro,win,loss,81956,22216,Decision,3,5:00,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37361,6,UFC Fight Night 49 - Henderson vs. dos Anjos,8/23/14,Tom Niinimaki,Chas Skelly,loss,win,5639,47227,Submission,1,2:35,2,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
37361,5,UFC Fight Night 49 - Henderson vs. dos Anjos,8/23/14,Neil Magny,Alex Garcia,win,loss,69166,54124,Decision,3,5:00,6,4,2,3,0,2,2,0,2,0,0,1,3,1,0,1,0,1,1,0,0,0
37361,4,UFC Fight Night 49 - Henderson vs. dos Anjos,8/23/14,Beneil Dariush,Tony Martin,win,loss,56583,80436,Submission,2,3:38,2,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
37361,3,UFC Fight Night 49 - Henderson vs. dos Anjos,8/23/14,Matt Hobar,Aaron Phillips,win,loss,59713,55298,Decision,3,5:00,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
37361,2,UFC Fight Night 49 - Henderson vs. dos Anjos,8/23/14,Ben Saunders,Chris Heatherly,win,loss,10339,101117,Submission,1,2:18,7,4,3,0,2,0,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,0
37361,1,UFC Fight Night 49 - Henderson vs. dos Anjos,8/23/14,Joby Sanchez,Wilson Reis,loss,win,50239,23401,Decision,3,5:00,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
37741,10,UFC Fight Night 48 - Bisping vs. Le,8/23/14,Cung Le,Michael Bisping,loss,win,14883,10196,TKO,4,0:57,3,2,1,2,0,20,14,6,0,1,0,1,1,0,1,0,0,8,5,0,2,4
37741,9,UFC Fight Night 48 - Bisping vs. Le,8/23/14,Tyron Woodley,Dong Hyun Kim,win,loss,42605,16374,TKO,1,1:01,5,3,2,0,1,13,10,2,4,0,0,3,0,0,0,2,0,3,7,0,2,0
37741,8,UFC Fight Night 48 - Bisping vs. Le,8/23/14,Brendan OReilly,Lipeng Zhang,loss,win,52633,50416,Decision,3,5:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
37741,7,UFC Fight Night 48 - Bisping vs. Le,8/23/14,Guangyou Ning,Jianping Yang,win,loss,26389,26365,Decision,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37741,6,UFC Fight Night 48 - Bisping vs. Le,8/23/14,Danny Mitchell,Sai Wang,loss,win,40523,47118,Decision,3,5:00,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
37741,5,UFC Fight Night 48 - Bisping vs. Le,8/23/14,Alberto Mina,Shinsho Anzai,win,loss,16705,47183,TKO,1,4:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37741,4,UFC Fight Night 48 - Bisping vs. Le,8/23/14,Yuta Sasaki,Roland Delorme,win,loss,63070,37351,Submission,1,1:06,0,0,0,0,0,6,3,2,0,2,0,0,0,0,0,0,2,0,1,0,0,2
37741,3,UFC Fight Night 48 - Bisping vs. Le,8/23/14,Anying Wang,Colby Covington,loss,win,135315,57269,Submission,1,4:50,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37741,2,UFC Fight Night 48 - Bisping vs. Le,8/23/14,Zhikui Yao,Royston Wee,loss,win,122383,88793,Decision,3,5:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
37741,1,UFC Fight Night 48 - Bisping vs. Le,8/23/14,Elizabeth Phillips,Milana Dudieva,loss,win,83021,43885,Decision,3,5:00,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38011,8,UFC 177 - Dillashaw vs. Soto,8/30/14,T.J. Dillashaw,Joe Soto,win,loss,62507,17004,KO,5,2:20,8,6,2,2,0,0,0,0,0,0,1,3,2,0,1,1,0,0,0,0,0,0
38011,7,UFC 177 - Dillashaw vs. Soto,8/30/14,Tony Ferguson,Danny Castillo,win,loss,31239,26070,Decision,3,5:00,6,5,1,2,0,10,7,3,1,0,1,3,1,0,0,1,0,2,5,0,1,2
38011,6,UFC 177 - Dillashaw vs. Soto,8/30/14,Bethe Correia,Shayna Baszler,win,loss,103069,12116,TKO,2,1:56,2,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
38011,5,UFC 177 - Dillashaw vs. Soto,8/30/14,Ramsey Nijem,Carlos Diego Ferreira,loss,win,36963,26358,TKO,2,1:53,8,5,3,2,0,1,1,0,1,0,0,2,3,1,2,0,1,0,0,0,0,0
38011,4,UFC 177 - Dillashaw vs. Soto,8/30/14,Yancy Medeiros,Damon Jackson,win,loss,27738,113767,Submission,2,1:54,3,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38011,3,UFC 177 - Dillashaw vs. Soto,8/30/14,Derek Brunson,Lorenz Larkin,win,loss,68494,51345,Decision,3,5:00,3,2,1,0,1,4,1,3,0,2,1,0,1,0,1,0,0,0,1,0,1,2
38011,2,UFC 177 - Dillashaw vs. Soto,8/30/14,Ruan Potts,Anthony Hamilton,loss,win,75842,58947,TKO,2,4:17,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
38011,1,UFC 177 - Dillashaw vs. Soto,8/30/14,Chris Wade,Cain Carrizosa,win,loss,79335,84645,Technical,1,1:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38431,9,UFC Fight Night 50 - Jacare vs. Mousasi 2,9/5/14,Ronaldo Souza,Gegard Mousasi,win,loss,8394,7466,Submission,3,4:30,3,3,0,3,0,3,2,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1
38431,8,UFC Fight Night 50 - Jacare vs. Mousasi 2,9/5/14,Ben Rothwell,Alistair Overeem,win,loss,2262,461,TKO,1,2:19,6,3,3,1,0,4,2,2,1,0,0,2,1,1,1,1,0,1,1,0,2,0
38431,7,UFC Fight Night 50 - Jacare vs. Mousasi 2,9/5/14,Derrick Lewis,Matt Mitrione,loss,win,59284,49519,KO,1,0:41,2,2,0,2,0,10,7,3,1,0,0,2,0,0,0,0,0,6,1,0,1,1
38431,6,UFC Fight Night 50 - Jacare vs. Mousasi 2,9/5/14,Michael Chiesa,Joe Lauzon,loss,win,46224,4923,TKO,2,2:14,5,4,1,2,0,16,10,6,1,0,2,0,1,1,0,0,7,2,1,1,2,3
38431,5,UFC Fight Night 50 - Jacare vs. Mousasi 2,9/5/14,Justin Scoggins,John Moraga,loss,win,71120,55159,Submission,2,0:47,3,2,1,0,1,5,3,2,0,1,0,1,1,0,0,1,1,1,1,1,1,0
38431,4,UFC Fight Night 50 - Jacare vs. Mousasi 2,9/5/14,Al Iaquinta,Rodrigo Damm,win,loss,42817,11507,TKO,3,2:26,5,3,2,0,1,5,3,2,0,1,0,0,3,0,0,0,1,0,2,0,0,2
38431,3,UFC Fight Night 50 - Jacare vs. Mousasi 2,9/5/14,Chris Camozzi,Rafael Natal,loss,win,17224,13968,Decision,3,5:00,11,6,5,0,3,10,5,4,0,2,1,1,4,1,0,3,1,0,4,0,2,2
38431,2,UFC Fight Night 50 - Jacare vs. Mousasi 2,9/5/14,Tateki Matsuda,Chris Beal,loss,win,45607,53369,Decision,3,5:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
38431,1,UFC Fight Night 50 - Jacare vs. Mousasi 2,9/5/14,Sean Soriano,Chas Skelly,loss,win,61682,47227,Decision,3,5:00,1,0,1,0,1,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
37743,11,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,9/13/14,Antonio Silva,Andrei Arlovski,loss,win,12354,270,KO,1,2:59,5,2,2,0,0,15,11,4,4,0,0,2,0,0,2,0,2,7,2,0,3,1
37743,10,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,9/13/14,Gleison Tibau,Piotr Hallmann,win,loss,5993,53375,Decision,3,5:00,22,14,8,1,0,3,2,1,1,0,4,1,9,1,2,5,2,0,0,0,0,1
37743,9,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,9/13/14,Leonardo Santos,Efrain Escudero,win,loss,4810,16555,Decision,3,5:00,2,1,0,0,0,7,3,4,0,3,1,0,0,0,0,0,0,1,2,2,0,2
37743,8,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,9/13/14,Wendell de Oliveira Marques,Santiago Ponzinibbio,loss,win,15393,64593,KO,1,1:20,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
37743,7,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,9/13/14,Iuri Alcantara,Russell Doane,win,loss,16129,30054,Decision,3,5:00,8,5,2,2,0,2,2,0,2,0,0,2,3,0,0,2,0,0,1,0,0,0
37743,6,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,9/13/14,Larissa Pacheco,Jessica Andrade,loss,win,144115,100715,Submission,1,4:33,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0
37743,5,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,9/13/14,Godofredo Castro,Dashon Johnson,win,loss,40623,120663,Submission,1,4:29,5,2,3,1,0,1,0,1,0,1,0,1,1,0,2,1,0,0,0,1,0,0
37743,4,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,9/13/14,George Sullivan,Igor Araujo,win,loss,15148,12803,KO,2,2:31,1,1,0,1,0,2,2,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0
37743,3,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,9/13/14,Leandro Silva,Francisco Trinaldo,loss,win,86382,31103,Decision,3,5:00,1,0,1,0,1,7,4,3,0,1,0,0,0,0,0,1,2,1,1,1,0,2
37743,2,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,9/13/14,Sean Spencer,Paulo Thiago,win,loss,60908,13336,Decision,3,5:00,4,2,2,0,1,12,5,7,0,2,0,0,2,1,0,1,0,1,3,0,2,5
37743,1,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,9/13/14,Johnny Bedford,Rani Yahya,loss,win,19717,10425,Submission,2,2:04,5,2,2,0,1,7,4,2,0,0,0,2,0,1,1,0,1,0,3,0,0,2
37745,12,UFC Fight Night 52 - Hunt vs. Nelson,9/20/14,Mark Hunt,Roy Nelson,win,loss,10668,10249,KO,2,3:00,7,4,2,0,0,12,7,5,1,0,0,3,1,1,1,0,0,7,0,0,0,5
37745,11,UFC Fight Night 52 - Hunt vs. Nelson,9/20/14,Myles Jury,Takanori Gomi,win,loss,34236,425,TKO,1,1:32,5,5,0,5,0,8,4,4,1,0,1,1,3,0,0,0,0,2,2,3,0,1
37745,10,UFC Fight Night 52 - Hunt vs. Nelson,9/20/14,Amir Sadollah,Yoshihiro Akiyama,loss,win,34071,11895,Decision,3,5:00,10,6,4,0,1,5,1,4,0,4,2,0,4,0,1,3,0,0,1,1,1,2
37745,9,UFC Fight Night 52 - Hunt vs. Nelson,9/20/14,Rin Nakai,Miesha Tate,loss,win,18887,26252,Decision,3,5:00,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0
37745,8,UFC Fight Night 52 - Hunt vs. Nelson,9/20/14,Kiichi Kunimoto,Richard Walsh,win,loss,21039,55587,Decision,3,5:00,2,2,0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
37745,7,UFC Fight Night 52 - Hunt vs. Nelson,9/20/14,Jon delos Reyes,Kyoji Horiguchi,loss,win,58594,64413,TKO,1,3:48,1,0,1,0,1,2,2,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0
37745,6,UFC Fight Night 52 - Hunt vs. Nelson,9/20/14,Masanori Kanehara,Alex Caceres,win,loss,13767,41586,Decision,3,5:00,0,0,0,0,0,10,5,4,0,1,0,0,0,0,0,0,2,0,3,3,0,1
37745,5,UFC Fight Night 52 - Hunt vs. Nelson,9/20/14,Sam Sicilia,Katsunori Kikuno,loss,win,53205,16806,Submission,2,1:38,6,3,3,1,0,2,1,1,0,1,0,2,1,1,1,1,0,0,1,0,1,0
37745,4,UFC Fight Night 52 - Hunt vs. Nelson,9/20/14,Hyun Gyu Lim,Takenori Sato,win,loss,21040,12196,KO,1,1:18,3,2,1,0,1,1,0,1,0,1,0,2,0,0,0,1,0,0,0,0,1,0
37745,3,UFC Fight Night 52 - Hunt vs. Nelson,9/20/14,Kyung Ho Kang,Michinori Tanaka,win,loss,24067,71942,Decision,3,5:00,3,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
37745,2,UFC Fight Night 52 - Hunt vs. Nelson,9/20/14,Johnny Case,Kazuki Tokudome,win,loss,28017,26192,Technical,2,2:34,0,0,0,0,0,3,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,2
37745,1,UFC Fight Night 52 - Hunt vs. Nelson,9/20/14,Daniel Hooker,Maximo Blanco,loss,win,45122,36618,Decision,3,5:00,1,1,0,1,0,5,2,3,1,0,0,1,0,0,0,0,0,0,2,0,0,2
35507,11,UFC 178 - Johnson vs. Cariaso,9/27/14,Chris Cariaso,Demetrious Johnson,loss,win,16467,45452,Submission,2,2:29,10,7,3,3,0,10,8,1,6,0,0,1,6,1,0,2,1,1,6,0,0,1
35507,10,UFC 178 - Johnson vs. Cariaso,9/27/14,Donald Cerrone,Eddie Alvarez,win,loss,15105,9265,Decision,3,5:00,14,11,3,4,0,0,0,0,0,0,4,4,3,0,1,2,0,0,0,0,0,0
35507,9,UFC 178 - Johnson vs. Cariaso,9/27/14,Dustin Poirier,Conor McGregor,loss,win,50529,29688,TKO,1,1:46,10,8,2,3,0,3,3,0,3,0,3,2,3,0,0,1,0,2,1,0,0,0
35507,8,UFC 178 - Johnson vs. Cariaso,9/27/14,Yoel Romero,Tim Kennedy,win,loss,60762,2830,TKO,3,0:58,4,4,0,4,0,3,3,0,3,0,0,3,1,0,0,0,0,1,2,0,0,0
35507,7,UFC 178 - Johnson vs. Cariaso,9/27/14,Amanda Nunes,Cat Zingano,loss,win,31496,33932,TKO,3,1:21,2,2,0,2,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
35507,6,UFC 178 - Johnson vs. Cariaso,9/27/14,Dominick Cruz,Takeya Mizugaki,win,loss,12107,12074,KO,1,1:01,2,2,0,2,0,9,7,2,5,0,0,0,2,0,0,0,0,1,6,0,0,2
35507,5,UFC 178 - Johnson vs. Cariaso,9/27/14,James Krause,Jorge Masvidal,loss,win,31766,7688,Decision,3,5:00,3,2,1,1,0,5,4,1,2,0,1,1,0,0,1,0,1,0,3,0,0,1
35507,4,UFC 178 - Johnson vs. Cariaso,9/27/14,Stephen Thompson,Patrick Cote,win,loss,59608,6612,Decision,3,5:00,5,4,1,3,0,15,7,8,3,0,0,3,1,0,0,1,0,2,4,3,1,4
35507,3,UFC 178 - Johnson vs. Cariaso,9/27/14,John Howard,Brian Ebersole,loss,win,11798,3015,Decision,3,5:00,10,6,4,0,1,6,4,2,0,2,0,2,4,0,1,3,0,1,3,0,0,2
35507,2,UFC 178 - Johnson vs. Cariaso,9/27/14,Kevin Lee,Jon Tuck,win,loss,84342,45108,Decision,3,5:00,2,1,1,1,0,3,2,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1
35507,1,UFC 178 - Johnson vs. Cariaso,9/27/14,Cody Gibson,Manny Gamburyan,loss,win,38903,5185,Submission,2,4:56,2,1,1,1,0,11,4,6,0,1,0,1,0,0,0,1,2,0,2,1,1,4
35509,12,UFC Fight Night 54 - MacDonald vs. Saffiedine,10/4/14,Tarec Saffiedine,Rory MacDonald,loss,win,21912,14018,TKO,3,1:28,1,1,0,1,0,10,8,2,2,0,0,0,1,0,0,0,1,2,5,0,1,1
35509,11,UFC Fight Night 54 - MacDonald vs. Saffiedine,10/4/14,Bryan Caraway,Raphael Assuncao,loss,win,13791,9574,Decision,3,5:00,5,4,1,2,0,7,6,1,6,0,4,0,0,0,0,1,1,1,4,0,1,0
35509,10,UFC Fight Night 54 - MacDonald vs. Saffiedine,10/4/14,Yosdenis Cedeno,Chad Laprise,loss,win,47066,69681,Decision,3,5:00,2,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
35509,9,UFC Fight Night 54 - MacDonald vs. Saffiedine,10/4/14,Elias Theodorou,Bruno Santos,win,loss,81765,48052,Decision,3,5:00,1,1,0,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
35509,8,UFC Fight Night 54 - MacDonald vs. Saffiedine,10/4/14,Jingliang Li,Nordine Taleb,loss,win,26381,26261,Decision,3,5:00,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
35509,7,UFC Fight Night 54 - MacDonald vs. Saffiedine,10/4/14,Roman Salazar,Mitch Gagnon,loss,win,24790,37404,Submission,1,2:06,0,0,0,0,0,4,3,1,3,0,0,0,0,0,0,0,1,0,1,1,0,0
35509,6,UFC Fight Night 54 - MacDonald vs. Saffiedine,10/4/14,Daron Cruickshank,Anthony Njokuani,win,loss,53717,7540,Decision,3,5:00,8,5,3,0,1,7,3,4,0,1,0,3,2,1,0,2,0,1,2,0,0,4
35509,5,UFC Fight Night 54 - MacDonald vs. Saffiedine,10/4/14,Jake Lindsey,Olivier Aubin-Mercier,loss,win,57214,86241,Submission,2,3:22,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
35509,4,UFC Fight Night 54 - MacDonald vs. Saffiedine,10/4/14,Paul Felder,Jason Saggo,win,loss,68205,58213,Decision,3,5:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35509,3,UFC Fight Night 54 - MacDonald vs. Saffiedine,10/4/14,Chris Kelades,Patrick Holohan,win,loss,51576,63616,Decision,3,5:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35509,2,UFC Fight Night 54 - MacDonald vs. Saffiedine,10/4/14,Matt Dwyer,Albert Tumenov,loss,win,53933,60198,KO,1,1:03,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
35509,1,UFC Fight Night 54 - MacDonald vs. Saffiedine,10/4/14,Pedro Munhoz,Jerrod Sanders,NC,NC,52407,48156,NC,1,0:39,2,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
37747,11,UFC Fight Night 53 - Nelson vs. Story,10/4/14,Rick Story,Gunnar Nelson,win,loss,25989,25246,Decision,5,5:00,16,10,6,1,0,4,4,0,4,0,2,2,6,1,0,5,3,0,1,0,0,0
37747,10,UFC Fight Night 53 - Nelson vs. Story,10/4/14,Max Holloway,Akira Corassani,win,loss,38671,22641,KO,1,3:11,9,6,3,3,0,4,3,1,0,1,1,3,2,1,0,2,0,0,2,0,1,0
37747,9,UFC Fight Night 53 - Nelson vs. Story,10/4/14,Jan Blachowicz,Ilir Latifi,win,loss,25821,40207,TKO,1,1:58,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1
37747,8,UFC Fight Night 53 - Nelson vs. Story,10/4/14,Niklas Backstrom,Mike Wilkinson,loss,win,54620,50586,KO,1,1:19,1,1,0,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
37747,7,UFC Fight Night 53 - Nelson vs. Story,10/4/14,Magnus Cedenblad,Scott Askham,win,loss,22137,40518,Decision,3,5:00,3,2,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
37747,6,UFC Fight Night 53 - Nelson vs. Story,10/4/14,Alexander Yakovlev,Nicholas Musoke,loss,win,10846,26160,Decision,3,5:00,1,0,1,0,1,3,2,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
37747,5,UFC Fight Night 53 - Nelson vs. Story,10/4/14,Charles Rosa,Dennis Siver,loss,win,71116,9817,Decision,3,5:00,0,0,0,0,0,17,10,6,0,0,0,0,0,0,0,0,2,3,5,2,2,2
37747,4,UFC Fight Night 53 - Nelson vs. Story,10/4/14,Cathal Pendred,Gasan Umalatov,win,loss,64373,53109,Decision,3,5:00,1,1,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
37747,3,UFC Fight Night 53 - Nelson vs. Story,10/4/14,Krzysztof Jotko,Tor Troeng,win,loss,53380,6850,Decision,3,5:00,2,1,1,0,1,3,1,2,0,2,0,0,1,1,0,0,1,0,0,0,0,2
37747,2,UFC Fight Night 53 - Nelson vs. Story,10/4/14,Marcin Bandel,Mairbek Taisumov,loss,win,55705,33161,TKO,1,1:01,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
37747,1,UFC Fight Night 53 - Nelson vs. Story,10/4/14,Ernest Chavez,Zubaira Tukhugov,loss,win,80837,63813,TKO,1,4:21,2,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
37749,11,UFC 179 - Aldo vs. Mendes 2,10/25/14,Jose Aldo,Chad Mendes,win,loss,11506,38393,Decision,5,5:00,6,6,0,6,0,8,7,1,5,0,0,2,4,0,0,0,0,4,3,0,1,0
37749,10,UFC 179 - Aldo vs. Mendes 2,10/25/14,Glover Teixeira,Phil Davis,loss,win,4655,27802,Decision,3,5:00,6,5,1,0,1,11,8,2,0,1,2,2,1,0,0,1,3,0,5,0,0,2
37749,9,UFC 179 - Aldo vs. Mendes 2,10/25/14,Hans Stringer,Fabio Maldonado,loss,win,14825,16426,TKO,2,4:06,1,1,0,1,0,8,4,4,0,1,0,0,1,0,0,0,0,1,3,0,2,2
37749,8,UFC 179 - Aldo vs. Mendes 2,10/25/14,Lucas Martins,Darren Elkins,loss,win,100031,22094,Decision,3,5:00,4,3,1,3,0,10,7,3,0,1,0,2,0,0,1,0,0,2,5,1,1,1
37749,7,UFC 179 - Aldo vs. Mendes 2,10/25/14,Beneil Dariush,Carlos Diego Ferreira,win,loss,56583,26358,Decision,3,5:00,3,2,1,1,0,2,2,0,2,0,2,0,0,0,1,0,1,1,0,0,0,0
37749,6,UFC 179 - Aldo vs. Mendes 2,10/25/14,Neil Magny,William Macario,win,loss,69166,69624,TKO,3,2:40,7,5,2,4,0,2,1,1,1,0,0,1,4,1,0,1,0,0,1,1,0,0
37749,5,UFC 179 - Aldo vs. Mendes 2,10/25/14,Naoyuki Kotani,Yan Cabral,loss,win,393,27090,Submission,2,3:06,3,0,3,0,3,2,1,1,0,1,0,0,0,0,2,1,0,0,1,0,0,1
37749,4,UFC 179 - Aldo vs. Mendes 2,10/25/14,Wilson Reis,Scott Jorgensen,win,loss,23401,16852,Submission,1,3:28,3,2,1,1,0,9,4,5,1,0,0,0,2,0,0,1,1,1,2,2,1,2
37749,3,UFC 179 - Aldo vs. Mendes 2,10/25/14,Andre Fili,Felipe Arantes,win,loss,58385,31372,Decision,3,5:00,2,1,1,0,1,6,3,2,1,0,0,1,0,1,0,0,0,1,2,0,0,2
37749,2,UFC 179 - Aldo vs. Mendes 2,10/25/14,Christos Giagos,Gilbert Burns,loss,win,68130,91727,Submission,1,4:57,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
37749,1,UFC 179 - Aldo vs. Mendes 2,10/25/14,Tony Martin,Fabricio Camoes,win,loss,80436,2427,Submission,1,4:16,2,0,2,0,2,5,1,3,0,2,0,0,0,1,0,1,1,0,0,2,0,1
40339,9,UFC Fight Night 55 - Rockhold vs. Bisping,11/7/14,Robert Whittaker,Clint Hester,win,loss,45132,43866,TKO,2,2:43,5,3,2,1,0,4,4,0,4,0,0,1,2,0,1,1,0,2,2,0,0,0
40339,8,UFC Fight Night 55 - Rockhold vs. Bisping,11/7/14,Soa Palelei,Walt Harris,win,loss,9680,72046,TKO,2,4:49,5,3,2,0,1,2,0,2,0,2,0,3,0,0,1,1,0,0,0,0,1,1
40339,7,UFC Fight Night 55 - Rockhold vs. Bisping,11/7/14,Jake Matthews,Vagner Rocha,win,loss,122139,43107,Technical,2,1:52,1,1,0,1,0,3,1,2,0,1,1,0,0,0,0,0,1,0,0,0,1,1
40339,6,UFC Fight Night 55 - Rockhold vs. Bisping,11/7/14,Carlos Augusto Inocente Filho,Anthony Perosh,loss,win,17786,9491,Submission,1,3:46,1,0,1,0,1,9,4,5,0,1,0,0,0,0,1,0,2,2,0,0,3,2
40339,5,UFC Fight Night 55 - Rockhold vs. Bisping,11/7/14,Dylan Andrews,Sam Alvey,loss,win,21803,35410,KO,1,2:16,3,2,1,0,1,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,1
40339,4,UFC Fight Night 55 - Rockhold vs. Bisping,11/7/14,Richie Vaculik,Louis Smolka,loss,win,21798,64792,KO,3,0:18,2,1,1,1,0,2,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
40339,3,UFC Fight Night 55 - Rockhold vs. Bisping,11/7/14,Chris Clements,Vik Grujic,win,loss,13469,69858,TKO,1,3:06,3,1,1,0,1,2,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
40339,2,UFC Fight Night 55 - Rockhold vs. Bisping,11/7/14,Luke Zachrich,Daniel Kelly,loss,win,15720,49516,Submission,1,4:27,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
40339,1,UFC Fight Night 55 - Rockhold vs. Bisping,11/7/14,Marcus Brimage,Jumabieke Tuerxun,win,loss,21618,83505,KO,1,2:58,5,3,2,0,2,2,0,2,0,2,0,0,3,0,1,1,0,0,0,1,0,1
40339,11,UFC Fight Night 55 - Rockhold vs. Bisping,11/7/14,Luke Rockhold,Michael Bisping,win,loss,23345,10196,Submission,2,0:57,3,2,1,2,0,21,15,6,1,0,1,1,0,0,1,0,0,9,5,0,2,4
40339,10,UFC Fight Night 55 - Rockhold vs. Bisping,11/7/14,Al Iaquinta,Ross Pearson,win,loss,42817,11884,TKO,2,1:39,6,4,2,1,0,13,8,4,1,0,0,1,3,0,0,0,0,4,4,1,1,2
